ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	2025-2	2025-3	2025-4	2025-5	2025-6	2025-7
16681	-73.325	4.325	Orinoquia occidental	CUNDINAMARCA	PARATEBUENO	50.6	25.5	41.1	37.1	26.7	43.4
16682	-73.275	4.325	Orinoquia occidental	CUNDINAMARCA	PARATEBUENO	41.8	30.2	41.3	38.2	26.9	44.5
16683	-73.225	4.325	Orinoquia occidental	CUNDINAMARCA	PARATEBUENO	38.5	31.6	44	37.4	30.9	45.2
16684	-73.175	4.325	Orinoquia occidental	CUNDINAMARCA	PARATEBUENO	37.7	29.8	41.4	36.5	27.4	44.5
16685	-73.125	4.325	Orinoquia occidental	CUNDINAMARCA	PARATEBUENO	33.4	31.2	43.3	34.8	28.8	51.3
16686	-73.075	4.325	Orinoquia occidental	META	CABUYARO	35.1	30.9	44.5	36.6	30.1	51.3
16687	-73.025	4.325	Orinoquia occidental	META	CABUYARO	36	31.6	42.9	32	32.7	54.1
16688	-72.975	4.325	Orinoquia occidental	META	CABUYARO	40.2	29.9	46.6	34.4	35.6	63.3
16689	-72.925	4.325	Orinoquia occidental	META	CABUYARO	45.6	33.3	44.7	35.2	33.9	54.4
16690	-72.875	4.325	Orinoquia occidental	META	CABUYARO	52.7	32.2	47.5	29.7	36	62.9
16691	-72.825	4.325	Orinoquia occidental	META	CABUYARO	53.4	32	51.3	28.7	32.9	64.9
16692	-72.775	4.325	Orinoquia occidental	META	CABUYARO	56.4	34.8	51.5	26.3	32	59.9
16693	-72.725	4.325	Orinoquia occidental	CASANARE	VILLANUEVA	59.4	39.1	56.3	29.9	36	66.6
16694	-72.675	4.325	Orinoquia occidental	CASANARE	VILLANUEVA	51.7	38.1	56.7	33.8	43.4	65.2
16695	-72.625	4.325	Orinoquia occidental	CASANARE	TAURAMENA	50.7	36.5	57.7	34.3	46	67.9
16696	-72.575	4.325	Orinoquia occidental	CASANARE	TAURAMENA	50.4	34.8	55.7	29.7	46.9	51.4
16697	-72.525	4.325	Orinoquia occidental	META	PUERTO LÓPEZ	43.9	35.8	50.3	28.3	53	55.1
16698	-72.475	4.325	Orinoquia occidental	CASANARE	TAURAMENA	45.1	37.2	51.5	26.9	52.1	54.5
16699	-72.425	4.325	Orinoquia occidental	META	PUERTO LÓPEZ	38.8	35.9	53	27.4	48.8	51.9
16700	-72.375	4.325	Orinoquia occidental	META	PUERTO LÓPEZ	38.6	33.8	48.5	27.8	49.3	47.5
