ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	2025-2	2025-3	2025-4	2025-5	2025-6	2025-7
30174	-72.625	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	3	3	1
30175	-72.575	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	3	3	1
30176	-72.525	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	1	3	1
30177	-72.475	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	1	1	1
30178	-72.425	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	1	1	1
30179	-72.375	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30180	-72.325	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30181	-72.275	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30182	-72.225	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30183	-72.175	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30184	-72.125	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30185	-72.075	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30186	-72.025	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30187	-71.975	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30188	-71.925	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30189	-71.875	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30190	-71.825	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30191	-71.775	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30192	-71.725	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30193	-71.675	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30194	-71.625	1.025	Norte Amazonia	GUAVIARE	MIRAFLORES	3	1	1	1	1	1
30195	-71.575	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	1	1
30196	-71.525	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	1	1
30197	-71.475	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	1	1
30198	-71.425	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	1	1
30199	-71.375	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	1	1
30200	-71.325	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	1	1
30201	-71.275	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	3	1
30202	-71.225	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	3	1
30203	-71.175	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	1	1
30204	-71.125	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	1	1
30205	-71.075	1.025	Norte Amazonia	VAUPÉS	CARURÚ	3	1	1	1	1	1
